celltype.l1,celltype.l2,UMAP1,UMAP2
Mono/DC,CD16 Mono,-0.344127637,9.523832165
Mono/DC,CD14 Mono,-2.166764718,18.91829475
B cell,Naive B,-24.37501047,-4.05276028
B cell,Memory B,0.683310884,-7.147416748
NK,NK,2.154067192,-3.584070839
B cell,Naive B,-0.596930486,-10.74829117
Mono/DC,CD14 Mono,-7.250799161,11.12287315
Progenitor cells,Prog_RBC,-13.99661635,-16.98106209
T cell,CD4 Memory,11.56591608,3.496819102
Mono/DC,CD14 Mono,-17.71449946,5.272991024
T cell,gdT,4.555847186,7.492662274
Mono/DC,CD14 Mono,-15.43362711,-0.588884033
Progenitor cells,Prog_RBC,-9.31809805,-7.450212635
B cell,Memory B,-6.260298711,-5.201861061
Mono/DC,CD14 Mono,-3.260447007,13.69919094
T cell,CD4 Memory,6.450148124,-4.143963493
T cell,CD8 Naive,1.585805941,-0.590244569
Progenitor cells,GMP,-8.411103231,4.755823933
B cell,Memory B,-1.323166114,-9.203149952
T cell,MAIT,6.317210215,10.93211635
T cell,MAIT,6.116708773,5.469487988
Mono/DC,CD14 Mono,-11.93275164,16.51483806
T cell,CD8 Naive,11.42245104,9.445900761
Mono/DC,CD16 Mono,1.672542918,-3.417255558
B cell,Plasmablast,-5.18836258,-6.448692478
T cell,CD8 Naive,7.470542449,-0.539006747
Mono/DC,cDC2,-24.35661028,-4.097692169
B cell,Memory B,-11.01839254,-11.77238671
T cell,CD4 Memory,5.628147858,-0.794747151
T cell,CD4 Memory,11.65167524,6.514175259
T cell,CD4 Naive,9.679896849,8.058108174
T cell,CD8 Naive,11.03027727,-1.671673931
T cell,CD4 Memory,5.518669862,-5.174454845
T cell,CD4 Naive,9.435686129,0.177510701
Mono/DC,CD14 Mono,-15.75802897,6.413194977
T cell,CD4 Naive,16.16074373,-6.006472744
T cell,CD4 Naive,4.939007539,-13.70624558
Progenitor cells,Prog_Mk,-2.250926477,-7.174326099
Progenitor cells,Prog_RBC,-24.33291529,-4.089711822
Mono/DC,CD14 Mono,-10.6888418,7.851631962
T cell,CD4 Naive,13.56557848,0.41404634
T cell,CD8 Memory_1,6.959455031,5.328263603
Progenitor cells,GMP,-16.53711413,11.62753376
T cell,CD4 Naive,13.04408552,0.598566346
T cell,CD8 Naive,5.330944556,-5.660533584
B cell,Naive B,-12.07371996,-14.21100918
Mono/DC,CD14 Mono,0.934060115,13.35940918
NK,NK,1.624522555,-2.234602369
Progenitor cells,Prog_RBC,-9.567896825,-5.59209267
T cell,CD4 Naive,18.13239767,-16.52255455
T cell,CD8 Naive,3.507298011,-12.94236008
Mono/DC,CD14 Mono,-3.780502301,4.230869137
Mono/DC,CD14 Mono,-8.92732237,8.330216728
Progenitor cells,GMP,-9.485945684,-1.18084649
T cell,CD4 Naive,6.078556079,-8.39278046
Progenitor cells,Prog_B 1,-1.342484933,-9.204856075
T cell,CD8 Naive,4.10146429,18.52980026
T cell,CD4 Naive,-6.368679982,-9.727386631
T cell,CD8 Naive,17.36186888,-12.23178307
Progenitor cells,Prog_DC,-1.298559886,3.141117655
B cell,Naive B,-24.35259722,-4.077745117
T cell,CD4 Memory,4.51968171,1.381469153
T cell,CD4 Naive,7.022256392,-17.16080109
Mono/DC,cDC2,3.740954656,-2.813131489
Mono/DC,CD14 Mono,-0.365911943,6.396798455
Mono/DC,CD14 Mono,-8.068924886,8.468558632
T cell,CD4 Naive,5.950926322,-3.998841919
T cell,CD4 Memory,6.919288176,-0.331907071
T cell,CD8 Naive,2.282586026,1.418213807
T cell,CD4 Memory,8.162724036,6.311595761
T cell,CD8 Naive,7.42844488,-5.694282211
Mono/DC,CD14 Mono,-5.590066415,-2.696043886
Progenitor cells,Prog_RBC,-24.3128557,-4.125734962
Progenitor cells,GMP,6.956749457,-17.1044542
NK,NK,4.598236579,13.221361
Mono/DC,CD14 Mono,-11.25523089,9.683325611
T cell,CD8 Effector_2,3.439351457,4.174566351
NK,NK,0.299222607,7.158286892
T cell,CD8 Naive,1.07789101,5.492514454
T cell,CD4 Memory,6.11326744,1.832658492
T cell,CD8 Naive,6.724856395,14.28982433
T cell,CD4 Naive,-12.37071512,-7.493788875
T cell,CD4 Memory,17.57180502,-3.079639591
T cell,CD4 Naive,-1.77163623,10.21400531
B cell,Memory B,-5.543369275,-3.617686905
Mono/DC,CD14 Mono,-3.927956086,8.435002171
T cell,CD8 Effector_1,6.55829193,-21.99172799
T cell,CD4 Memory,6.349344748,-21.81361786
B cell,Plasmablast,-14.02045916,-16.95500962
T cell,CD4 Naive,-0.453876001,-4.358603634
T cell,CD4 Naive,11.8118334,-17.25532357
T cell,CD4 Memory,5.41611411,11.32396492
Progenitor cells,Prog_DC,-5.255102616,3.098418318
T cell,CD8 Naive,11.16277124,-7.793627895
B cell,Naive B,-24.36201761,-4.060664333
B cell,Memory B,-24.35822199,-4.102779545
B cell,Memory B,0.597543019,-7.345816768
Progenitor cells,HSC,-1.879007798,-5.200483001
T cell,CD4 Naive,6.502355594,-9.167260326
Mono/DC,CD14 Mono,-4.363560659,13.24189838
Mono/DC,CD14 Mono,-2.218102914,8.084625565
Mono/DC,CD14 Mono,-14.00318716,-16.97352616
Progenitor cells,HSC,-14.02529047,-16.97453324
Mono/DC,CD14 Mono,-15.16348169,4.049142443
T cell,CD8 Naive,7.146553534,-7.662388958
T cell,CD8 Naive,11.35520555,-12.04856793
B cell,Naive B,-2.886577111,-14.06262509
T cell,CD4 Naive,1.136321563,21.97796234
B cell,Plasmablast,-0.95586918,-6.205882229
NK,NK,0.417777437,1.242261283
Progenitor cells,GMP,-4.898476583,1.393090628
Mono/DC,CD14 Mono,-7.386861783,3.886479937
T cell,gdT,12.85317613,10.6388348
NK,NK,-0.908862811,11.20232566
T cell,CD8 Effector_1,2.761526126,7.251781784
T cell,CD4 Naive,18.11427595,-16.51846711
Progenitor cells,LMPP,-24.30439852,-4.156455196
T cell,CD8 Naive,3.984103221,11.58764061
Mono/DC,CD14 Mono,-1.040919047,13.06005462
Mono/DC,CD16 Mono,1.060546118,9.999268376
T cell,CD8 Naive,17.97217943,-2.307315029
Mono/DC,CD14 Mono,-8.389542562,4.222547852
Mono/DC,CD14 Mono,-16.5942869,11.56018146
T cell,CD4 Naive,14.03419306,-2.37649671
Progenitor cells,GMP,-1.287137252,7.66091951
Mono/DC,CD14 Mono,-0.568143827,9.468067013
T cell,CD4 Naive,26.58860876,4.322655283
Mono/DC,pDC,-3.375623208,4.578887783
Mono/DC,CD14 Mono,-11.17307852,6.576505505
B cell,Naive B,-8.807209951,-16.52702347
Mono/DC,CD14 Mono,-3.985456926,8.422035061
B cell,Naive B,-10.61176108,-16.23871056
T cell,CD4 Naive,2.141290027,2.629265867
NK,NK,12.9384041,6.151978337
B cell,Naive B,1.358044642,-4.928640522
T cell,CD4 Naive,13.66259672,-5.685944237
T cell,CD4 Memory,1.619734186,-0.538738645
B cell,Naive B,-11.54797075,-0.309926189
T cell,CD4 Naive,26.57673933,4.340617977
Mono/DC,CD14 Mono,-1.502727729,8.264963948
Progenitor cells,Prog_RBC,-19.10163591,0.158168994
Mono/DC,CD14 Mono,-9.107114774,8.902698361
T cell,CD8 Memory_1,3.491278905,1.774662339
Mono/DC,cDC2,-0.552478057,1.883098685
T cell,MAIT,4.846566218,5.776692234
B cell,Memory B,-5.259509545,-8.996038593
T cell,CD4 Naive,23.98978331,4.109510027
Mono/DC,CD14 Mono,-10.77896879,6.586832367
T cell,CD4 Naive,16.60434057,14.87694152
T cell,CD4 Naive,6.849967021,-0.73395244
Progenitor cells,GMP,0.997153241,10.11896595
T cell,CD4 Memory,5.713067311,-5.689717926
Mono/DC,CD14 Mono,-5.773689252,8.384214245
T cell,CD4 Naive,0.206114668,-25.64021889
T cell,CD4 Naive,9.556411761,-3.795774616
T cell,CD4 Memory,6.752779025,-0.294346608
T cell,CD8 Naive,2.798933405,-7.154784836
T cell,CD4 Naive,2.269196141,-1.451881565
T cell,CD4 Naive,11.73347189,-4.566571869
Mono/DC,CD14 Mono,-13.10751436,5.830159031
Progenitor cells,LMPP,-8.881915074,-6.704176582
T cell,CD8 Memory_1,6.752650756,-3.417177356
T cell,CD8 Naive,14.27991583,0.792736169
T cell,CD4 Naive,18.12619688,-16.52657334
Progenitor cells,Prog_RBC,-14.07686899,-17.04448334
T cell,MAIT,4.364668626,11.82558235
Progenitor cells,Prog_RBC,-24.34504412,-4.12397591
T cell,CD4 Naive,6.597486037,-21.87989823
Mono/DC,CD14 Mono,-7.146588308,3.177457892
B cell,Naive B,-7.563551885,-3.364195503
T cell,CD8 Effector_1,-8.463745099,22.34215912
T cell,CD4 Naive,3.882235068,-4.834824241
T cell,CD4 Memory,6.47761299,-4.119097866
T cell,CD8 Naive,10.99923803,-1.701494373
NK,NK,-16.12825487,15.69134124
Mono/DC,CD14 Mono,-2.940890771,7.886622273
T cell,CD8 Naive,-8.424726468,22.32943901
B cell,Naive B,-3.42255829,-9.459370769
Mono/DC,CD14 Mono,0.06589188,24.61137375
T cell,CD4 Memory,8.390084761,5.873143517
NK,NK,1.450304645,1.336179994
B cell,Memory B,-12.00432299,-3.412055649
T cell,CD4 Memory,10.32090284,10.60875114
T cell,CD8 Naive,8.411102313,4.711559855
T cell,CD8 Naive,-2.22530697,1.380867564
B cell,Plasmablast,-0.914147359,-4.544994987
Mono/DC,CD16 Mono,-3.794278127,4.202087961
Mono/DC,CD14 Mono,-1.795108777,4.857823216
T cell,CD4 Naive,15.78576185,10.98198398
B cell,Naive B,-2.06653164,-12.69678227
T cell,CD8 Naive,6.739150542,-6.988944687
Progenitor cells,Prog_RBC,18.11125852,-16.61935822
T cell,CD4 Naive,7.828560847,-8.366553463
T cell,CD4 Naive,-5.094149095,-8.826328434
Mono/DC,CD14 Mono,-9.293301564,1.227422022
Mono/DC,CD16 Mono,0.868910211,9.981320225
T cell,CD4 Memory,0.775156874,2.200812064
Progenitor cells,GMP,-4.149975759,8.288498245
Mono/DC,CD14 Mono,0.498121756,-1.130826153
T cell,CD8 Naive,7.705429572,-1.242214359
T cell,CD4 Naive,7.579640406,1.277545356
Mono/DC,CD14 Mono,0.05868544,24.73454078
Mono/DC,CD14 Mono,-5.664335233,-2.736708559
T cell,CD4 Naive,5.320587415,9.299255215
Progenitor cells,Prog_DC,-6.269536954,-5.235883392
T cell,CD4 Naive,2.849055606,-14.30405823
T cell,CD8 Naive,3.666655558,-0.431057371
T cell,CD4 Memory,11.01867868,-1.679927982
Mono/DC,CD14 Mono,-24.33568476,-4.11657492
Mono/DC,CD14 Mono,-12.14977739,12.32517704
T cell,CD4 Naive,-8.469588262,22.34549125
T cell,CD8 Naive,6.583834189,3.496526324
T cell,CD4 Memory,11.49837877,-2.615487732
Mono/DC,CD14 Mono,-7.337652188,7.351964794
T cell,CD8 Effector_1,6.93296625,-1.425666965
Mono/DC,CD14 Mono,-2.123710138,7.987428986
T cell,CD4 Naive,11.53137209,-10.32550541
Mono/DC,CD14 Mono,-7.86329363,8.323541008
B cell,Memory B,-8.995553952,-10.55623928
NK,NK,2.723858017,10.04223713
T cell,CD4 Memory,6.66956045,-21.90595642
T cell,CD4 Naive,6.64092018,-9.599810756
T cell,CD4 Naive,-1.68452118,5.3140653
Mono/DC,CD14 Mono,-24.33008097,-4.179999031
Progenitor cells,GMP,-24.31807612,-4.181244529
Progenitor cells,Prog_B 2,-1.145862085,-8.143876232
T cell,CD8 Naive,6.771676082,-8.055458225
B cell,Memory B,-10.59044836,-16.24840752
T cell,CD4 Memory,5.467300671,1.66182711
Mono/DC,CD14 Mono,-10.35099791,7.603111588
T cell,CD4 Naive,5.839051503,8.382426583
Mono/DC,CD14 Mono,-19.10707186,0.20851823
Mono/DC,CD14 Mono,-24.37761019,-4.158701576
Mono/DC,CD14 Mono,3.254162568,20.65930732
B cell,Naive B,-24.32948397,-4.141755737
T cell,CD4 Naive,9.58814432,-17.21579186
Progenitor cells,Prog_RBC,6.601543921,-21.90482155
T cell,CD8 Effector_2,3.655120391,1.831377112
Progenitor cells,Prog_RBC,-3.795078736,-6.630196251
Mono/DC,CD14 Mono,1.924208316,12.66583332
T cell,CD8 Naive,11.78428461,-4.340741314
B cell,Memory B,2.890202659,-8.452224888
B cell,Plasmablast,-1.624115449,-6.88555447
T cell,CD4 Memory,9.347004432,11.46374401
T cell,CD4 Naive,18.12998678,-16.57845513
T cell,CD8 Effector_2,2.244332987,3.590475642
Mono/DC,pDC,-24.35431002,-4.135695614
T cell,CD4 Memory,3.474255699,8.462499462
T cell,CD4 Naive,3.663982648,-1.547229446
T cell,CD8 Naive,-24.33727167,-4.183208145
T cell,CD4 Naive,-13.97310732,-17.00404183
T cell,CD4 Memory,0.212090272,0.400164925
T cell,CD8 Naive,5.437343139,-6.514450229
B cell,Naive B,0.255426067,-8.371277012
T cell,CD4 Naive,18.28070166,-6.083890117
T cell,CD8 Naive,6.669183749,8.016491257
Progenitor cells,GMP,-24.32385347,-4.217542804
Mono/DC,CD14 Mono,-7.052471143,5.992116772
T cell,CD4 Memory,3.27548613,-7.302527584
Mono/DC,CD14 Mono,-7.18350504,2.537690126
B cell,Memory B,-5.313685876,-11.89593521
T cell,CD4 Naive,7.40144493,-0.529947795
Mono/DC,CD14 Mono,-11.8339691,16.59841999
T cell,CD4 Naive,8.643844622,21.26774772
T cell,CD8 Naive,14.77806093,-21.75030533
T cell,CD4 Naive,14.06370355,-6.172722019
T cell,CD8 Naive,16.66537287,14.80236992
T cell,CD8 Naive,10.95659258,-0.258388795
T cell,CD8 Naive,3.192301649,0.31522318
Mono/DC,CD14 Mono,-16.29579447,6.160761677
Progenitor cells,Prog_B 2,-0.751301032,-8.226996578
Mono/DC,CD14 Mono,0.090517539,24.61852058
T cell,CD4 Memory,7.901791591,-0.906941212
Mono/DC,CD14 Mono,-24.32936571,-4.204116024
T cell,Treg,4.155621308,-6.983567871
B cell,Naive B,1.880302358,-6.825204529
B cell,Naive B,-2.836272699,-14.0373861
T cell,CD8 Naive,6.357996005,-21.76733605
Progenitor cells,GMP,-2.116402608,-7.088843502
Mono/DC,CD14 Mono,-24.32974909,-4.19962231
Progenitor cells,GMP,-24.31141565,-4.16910807
T cell,CD4 Naive,16.40979483,-5.28668753
NK,CD56 bright NK,-0.866398793,-4.147332824
Progenitor cells,HSC,-14.02982233,-16.91564576
Mono/DC,CD14 Mono,-14.04762743,-3.879522957
B cell,Naive B,-6.158571225,-7.496083416
Progenitor cells,LMPP,-2.692628366,-4.31233517
Mono/DC,CD14 Mono,-5.862665635,9.316486202
Mono/DC,CD14 Mono,-10.41730307,7.646689736
Mono/DC,CD14 Mono,-0.548290712,18.30390152
B cell,Memory B,-6.155597669,-7.492075123
NK,NK,6.644278544,-21.86502282
T cell,CD4 Memory,12.03668596,-15.81153885
T cell,CD4 Naive,11.04395677,-3.587096847
T cell,MAIT,4.88287403,-4.282653965
NK,NK,-16.08771418,15.74400982
T cell,CD8 Naive,-13.26617239,-0.118832983
Mono/DC,CD14 Mono,-19.09880732,4.379772507
T cell,CD4 Memory,1.670697677,-0.580080308
T cell,CD4 Naive,5.335670251,-6.577798046
T cell,CD4 Naive,16.5922537,14.89801773
Mono/DC,CD14 Mono,-8.461387616,22.37084945
T cell,CD8 Effector_1,4.900334615,-13.73912636
T cell,MAIT,15.08349134,1.864594065
B cell,Naive B,-3.304716569,-10.07493607
NK,NK,-1.144760114,-3.564546264
B cell,Naive B,1.94159295,-8.438487209
Mono/DC,pDC,-16.60774515,11.56628212
T cell,CD8 Naive,10.68428804,-8.910083927
B cell,Naive B,-8.396958333,-16.28667275
Mono/DC,CD16 Mono,-2.248230916,-1.201561846
T cell,CD8 Naive,16.69035913,-2.197937883
T cell,CD4 Naive,5.063917893,9.357273899
T cell,CD4 Naive,18.26334097,-6.064768947
B cell,Naive B,1.04711749,-12.63010231
T cell,CD8 Naive,6.003764647,-7.585292972
NK,NK,0.403650659,7.092478596
Mono/DC,CD14 Mono,-3.522431832,9.913520657
T cell,CD8 Memory_1,8.970978278,9.736744725
T cell,CD4 Memory,9.358510512,6.147967659
B cell,Naive B,-1.455271703,-0.216214932
Mono/DC,CD14 Mono,-7.182223302,2.76376959
Mono/DC,CD14 Mono,-13.99343489,-17.17543236
T cell,MAIT,4.996411342,11.22764476
Progenitor cells,Prog_DC,-2.884175283,-2.478298105
T cell,CD4 Memory,4.698755759,6.113468491
T cell,CD4 Memory,7.11586048,-0.873217739
T cell,CD8 Naive,13.15498735,4.138476692
T cell,CD4 Memory,6.702261943,-0.988334097
Progenitor cells,Prog_B 2,-1.987212163,-5.186762012
T cell,CD8 Naive,7.254229087,4.928951584
Mono/DC,CD14 Mono,-9.038202268,2.565242492
Mono/DC,CD14 Mono,-7.091187459,4.481184326
T cell,CD4 Naive,-14.00573156,-16.97581307
Mono/DC,CD14 Mono,-24.35928057,-4.191508926
Progenitor cells,LMPP,-9.037085515,-6.453604854
T cell,CD4 Memory,10.75867655,-6.41706673
Progenitor cells,HSC,-2.359400254,-5.416940845
T cell,CD4 Naive,8.510094661,1.105275385
Progenitor cells,GMP,-0.990433437,-6.285582699
T cell,CD8 Effector_1,6.117097873,5.492141091
T cell,CD8 Naive,6.420360106,-0.999672807
T cell,CD4 Naive,1.588585276,-18.63086716
T cell,CD4 Naive,18.27931883,-6.084202446
T cell,CD4 Naive,7.997161406,0.547941171
T cell,CD4 Memory,6.209117907,-0.063413299
T cell,CD4 Memory,1.927209637,7.536346756
Progenitor cells,GMP,-15.7519388,6.392376267
T cell,CD8 Naive,16.55747225,-4.157672085
T cell,CD4 Memory,10.91517641,3.850302778
T cell,CD4 Naive,7.269848365,-7.825765766
T cell,CD8 Naive,15.98963835,-0.309272207
B cell,Memory B,-8.345768911,-16.24266831
T cell,CD8 Naive,-16.12518976,-5.091534771
T cell,MAIT,5.615943688,-1.466807998
Mono/DC,CD14 Mono,-9.901683789,12.29148754
B cell,Naive B,-0.386718017,-0.210997499
T cell,CD4 Memory,8.155863303,6.390781246
T cell,CD4 Memory,3.002390522,4.16852697
Mono/DC,cDC2,-4.646832925,10.39012321
T cell,CD4 Memory,7.919400233,-0.973607577
T cell,CD8 Naive,14.65631773,-2.482262529
T cell,CD4 Memory,-16.05835055,15.76642021
T cell,CD4 Naive,12.99760153,10.0596598
B cell,Naive B,-2.352193814,0.453243696
Mono/DC,CD14 Mono,-2.837546807,9.926441036
B cell,Naive B,4.030446547,-8.560433544
Progenitor cells,Prog_Mk,-24.33172129,-4.260432399
NK,NK,0.540550965,6.332568489
T cell,MAIT,10.45316793,4.345264756
T cell,CD8 Naive,18.1176634,0.681564242
Mono/DC,CD16 Mono,-10.69318293,-6.644925274
B cell,Memory B,-5.090757352,-6.102728046
Mono/DC,CD14 Mono,-2.290303689,9.084747158
T cell,CD4 Naive,6.595459002,-21.90811173
Mono/DC,CD14 Mono,-7.004494649,9.956623875
T cell,CD8 Naive,16.31294729,2.324052774
T cell,CD4 Naive,18.1015978,-16.55339638
B cell,Memory B,-7.655849439,-5.335784115
Progenitor cells,GMP,-13.98669241,-17.08044068
Mono/DC,CD14 Mono,-4.226430875,13.34493812
T cell,MAIT,-2.241190416,1.405246102
T cell,CD4 Naive,6.598738211,-21.89114205
NK,NK,-0.900474769,11.05191597
T cell,CD8 Memory_2,9.150256175,9.116277539
T cell,CD8 Naive,16.17369558,-0.737782754
B cell,Naive B,-4.916825277,-17.03126732
T cell,CD8 Naive,-16.2308359,-5.204528011
Mono/DC,pDC,-1.721518022,8.821845852
Mono/DC,cDC2,-7.923723203,2.589156591
T cell,CD4 Naive,6.611988562,-21.85250679
Progenitor cells,GMP,-11.06431292,-8.726204075
Progenitor cells,GMP,-24.32868097,-4.22725407
T cell,CD8 Naive,2.241703796,1.392374777
Mono/DC,cDC2,-24.34979914,-4.175860084
Mono/DC,CD14 Mono,-24.33700274,-4.211563266
T cell,CD4 Naive,1.462784189,-7.72309605
Progenitor cells,Prog_RBC,-14.09128092,-17.01136795
T cell,CD4 Memory,2.873918015,15.46538719
T cell,CD8 Memory_2,8.653073806,21.28158935
NK,NK,0.818242806,4.283094965
T cell,CD4 Memory,9.329951304,13.53752216
T cell,CD4 Naive,8.244697112,4.429891669
Progenitor cells,Prog_RBC,-4.367924195,20.44166931
B cell,Memory B,-0.033119661,-10.24411026
T cell,CD4 Memory,6.442934531,-4.155902065
Mono/DC,CD14 Mono,0.042086977,24.66065963
Mono/DC,CD14 Mono,-4.841999036,3.437126242
Mono/DC,CD14 Mono,-6.761775952,3.715902649
T cell,CD8 Naive,13.06332018,4.636910282
Mono/DC,CD14 Mono,-9.123606664,8.921987377
T cell,CD4 Naive,-14.92185305,-8.971569217
Mono/DC,CD14 Mono,-24.321393,-4.263366855
T cell,CD4 Naive,-4.685225469,1.242704295
Mono/DC,CD14 Mono,-8.930474263,4.496431195
Mono/DC,CD14 Mono,-12.14986323,0.721877694
Mono/DC,CD14 Mono,-8.473304731,22.35032257
Mono/DC,CD14 Mono,-12.85911558,-3.982330002
T cell,CD4 Naive,14.8762026,-12.29087654
Mono/DC,CD14 Mono,-19.12627886,0.182662152
Progenitor cells,Prog_B 1,4.380299348,1.27535104
T cell,CD4 Memory,11.39331056,5.327556454
NK,NK,2.764879781,7.190982662
T cell,CD4 Naive,15.89794256,4.159309708
B cell,Memory B,-6.322443944,-4.83771149
B cell,Naive B,-24.32665156,-4.222625412
Mono/DC,pDC,-24.30922793,-4.276751198
T cell,CD4 Naive,7.833263415,-8.388909496
T cell,CD4 Memory,6.727869052,-5.785393871
T cell,CD4 Memory,11.9300852,6.714947544
T cell,CD8 Effector_1,5.856316108,12.95025619
T cell,CD8 Naive,4.19364931,-6.974300541
B cell,Naive B,-8.307574254,-16.21334664
Mono/DC,CD14 Mono,-0.219738465,9.710089527
B cell,Naive B,4.065033692,-8.180087246
B cell,Naive B,-7.70137499,-2.445109285
B cell,Memory B,4.980604667,-7.420461811
T cell,CD4 Naive,16.40345575,-5.278602279
Mono/DC,CD14 Mono,0.379869479,8.227228962
Mono/DC,CD14 Mono,-19.81274317,3.746842228
B cell,Naive B,-24.31854342,-4.278594173
T cell,CD4 Naive,3.093023318,6.11422237
T cell,CD8 Naive,13.10194971,-0.859866298
Mono/DC,CD14 Mono,8.633111495,-7.485666431
T cell,CD4 Naive,16.16027452,-6.998143352
B cell,Naive B,-12.37170027,-3.716225303
Mono/DC,CD14 Mono,-10.50989245,5.040605866
T cell,CD8 Effector_2,5.022032279,-3.228991665
T cell,CD4 Naive,1.894359003,-17.69591347
T cell,CD4 Naive,1.591359007,-18.64330689
Mono/DC,CD14 Mono,-6.982854825,5.812419258
Progenitor cells,Prog_RBC,-24.32692049,-4.302957691
B cell,Naive B,2.026079773,-8.449543155
Mono/DC,pDC,-24.31460665,-4.293974079
Mono/DC,CD14 Mono,-8.457494718,22.33243736
Progenitor cells,GMP,-4.272318345,-3.242241062
Progenitor cells,Prog_DC,-24.32334803,-4.284230388
Progenitor cells,Prog_RBC,-0.946669322,-4.340011753
T cell,CD8 Naive,18.14972784,-16.55039612
T cell,CD8 Memory_2,-19.11901758,0.196104609
T cell,CD8 Effector_1,1.690739054,3.975847327
Mono/DC,cDC2,-5.296574575,3.052213274
Mono/DC,pDC,-3.391631108,-3.310946621
T cell,MAIT,4.933212298,-4.430815376
T cell,CD8 Naive,8.457499999,-7.602261699
B cell,Memory B,-12.263113,-13.43038765
T cell,CD8 Naive,3.719501633,-7.279979862
T cell,CD4 Naive,11.88115122,-15.65375534
T cell,MAIT,6.428193587,-4.178406395
Mono/DC,CD14 Mono,-2.555044633,6.050336682
T cell,CD8 Memory_2,1.836205441,14.92779525
Mono/DC,CD14 Mono,-2.065044385,10.04670223
T cell,CD4 Naive,-14.37652109,-7.962744869
Mono/DC,CD14 Mono,0.399927992,8.177402817
B cell,Memory B,-4.968837243,-8.703802265
B cell,Naive B,-10.86703108,-15.98693291
NK,NK,3.46865775,-4.332096733
T cell,CD4 Naive,-14.03554438,-17.37224785
T cell,CD4 Naive,19.4747801,8.508101784
Progenitor cells,GMP,-24.30754946,-4.283533729
Mono/DC,CD14 Mono,-7.998974782,2.588668667
T cell,Treg,3.251593369,-12.72318188
Mono/DC,CD14 Mono,-4.130539876,8.325549923
Mono/DC,CD14 Mono,-14.02009104,-17.11460511
B cell,Memory B,-24.31140802,-4.284667648
T cell,CD4 Naive,10.62214662,6.056174599
Progenitor cells,HSC,-24.30672739,-4.31079451
T cell,CD4 Memory,5.897375363,-0.165827967
B cell,Memory B,-13.05680178,-4.061836399
B cell,Plasmablast,-0.498755437,-7.955799259
T cell,Treg,7.274900454,-0.88594488
T cell,CD8 Naive,-8.424565297,22.35846885
T cell,CD4 Naive,18.09704115,-16.60162178
B cell,Memory B,-5.107999307,-4.599159874
T cell,CD4 Naive,5.797683495,4.671274983
T cell,CD4 Memory,3.743677634,-1.682596601
NK,NK,-16.09151362,15.75549492
T cell,CD4 Naive,6.622724551,-21.89151017
T cell,CD8 Naive,9.247053641,-5.738509811
Mono/DC,CD14 Mono,-4.266997319,13.51528724
B cell,Naive B,-2.407003862,2.33815416
T cell,CD8 Naive,6.441520232,-21.83293167
B cell,Memory B,-24.30920313,-4.30597607
T cell,CD8 Naive,8.066963214,-2.127180494
Mono/DC,CD14 Mono,0.112740654,15.56981834
B cell,Memory B,-5.582048875,-12.34434048
T cell,CD4 Memory,5.537048596,1.88671013
T cell,CD4 Memory,11.29543974,-10.10651223
Mono/DC,CD14 Mono,-2.218119603,9.040865742
T cell,CD4 Memory,6.507793921,8.981686436
Mono/DC,CD14 Mono,0.779729503,-2.55103866
B cell,Naive B,4.807680625,-7.768493808
T cell,CD4 Memory,10.40777399,10.76782974
T cell,CD4 Naive,11.51812746,-10.32513539
T cell,CD8 Naive,3.525780815,1.76724305
Mono/DC,CD14 Mono,-12.01288126,4.926807247
Mono/DC,pDC,-3.600046617,-2.806099809
Mono/DC,CD14 Mono,-3.770541173,-1.458323873
Progenitor cells,Prog_DC,-1.873132688,-7.105274357
Mono/DC,CD14 Mono,-24.30642603,-4.33245293
T cell,CD4 Naive,7.135756511,-7.670288242
Mono/DC,CD14 Mono,-7.343431455,-4.247008003
T cell,CD8 Naive,12.25629331,-2.157288946
B cell,Naive B,-5.613532525,-2.805824198
T cell,CD8 Naive,9.5087228,-0.622445382
T cell,CD8 Naive,14.73060991,-21.85717789
T cell,CD4 Naive,6.676104087,-6.967144645
NK,NK,-16.03990076,15.78503784
T cell,CD8 Memory_2,7.868650454,3.08563789
T cell,CD8 Naive,6.421451587,-21.86296288
T cell,CD8 Naive,9.570628661,-16.46622673
Mono/DC,CD14 Mono,-5.819643479,5.846772991
B cell,Plasmablast,-24.30307863,-4.374383129
T cell,CD8 Naive,14.60803892,-7.054837383
Mono/DC,CD16 Mono,-14.18626879,-3.75831715
NK,NK,-14.10056399,-17.12443558
T cell,MAIT,15.07974054,1.878577672
Mono/DC,CD14 Mono,-6.356828672,8.757406079
Mono/DC,pDC,-6.954300862,0.461638503
T cell,CD8 Naive,2.932330626,15.50775512
Progenitor cells,Prog_RBC,-13.25972746,-0.114754773
Progenitor cells,LMPP,-9.27592085,-7.415280498
T cell,CD4 Naive,2.73382141,-14.18778626
T cell,CD8 Naive,5.314209002,-6.625569977
T cell,CD4 Naive,6.713419932,-5.748063244
T cell,CD4 Memory,5.309757251,11.49725612
Mono/DC,CD16 Mono,0.387910026,-0.714969076
T cell,CD8 Naive,12.02764608,0.543759428
Mono/DC,CD14 Mono,-1.006643039,13.24214538
Mono/DC,CD14 Mono,-19.3655691,7.519293629
T cell,gdT,11.55046942,-3.964153923
Mono/DC,CD14 Mono,-12.61737059,5.436302029
T cell,CD8 Naive,3.58615436,3.912362896
